"Ulasan","Tanggal_Ulasan","Label","lokasi"
"Spot fotonya bagus tapi kita harus tahan soalnya emang tambang kapur jadi banyak suara mesin yang lagi nambang.","setahun lalu","Netral","bukit jaddih"
"sayang banget restribusinya kayaknya belum teratur. Mau masuk ditarik, nyampek atas masih ditarik lagi","4 tahun lalu","Negatif","bukit jaddih"
"Banyak spot menarik untuk berfoto bersama keluarga dan teman","setahun lalu","Positif","bukit jaddih"
"PARKIR HABIS 60RB!😁 Emezing. tiap spot foto ditarikin duit20rb untuk parkir mobil. Pintu masuk ditarik 20rb di kasi karcis, naik keatas lagi di cegat, ditarok lg 20rb wkwkw dikasi karcis ntah untuk apa, kalaupun untuk parkir, pulangnya gak …","4 tahun lalu","Negatif","bukit jaddih"
"Akses jalan sangat tidak bagus. Baru sampe udah diikutin orang. Mungkin warga lokal. Tapi bikin risih aja karna ngikutin terus dan terkesan maksa. Kalau emang niatnya dijadikan destinasi wisata harusnya dapat perhatian dari pemerintah setempat.","4 tahun lalu","Negatif","bukit jaddih"
"Instagrammable tapi jelas panas, kering dan medan untuk kesana tidak bisa digolongkan mudah. Karena kemarau, saat saya kesana di Goa Pote tidak ada airnya.","setahun lalu","Negatif","bukit jaddih"
"Tempat wisata yang elok, banyak tempat foto yang instagramable sangat disukai oleh kaum muda, ada penyewaan rakit juga disekitar danau.","6 bulan lalu","Negatif","bukit jaddih"
"Tempat yang bagus untuk berfoto, namun tidak ada petunjuk untuk ke sana dan medan perjalanan cukup terjal. Pelayanan oleh pengelola kurang bagus.","3 tahun lalu","Negatif","bukit jaddih"
"Salah satu lokasi wisata icon di madura terketak di desa jaddih kabupaten bangkalan, disini benar2 melihat bukit kapur yg di hias dengan macam2 pahatan ada danau ada kolam renang, untuk masuk lokasi sini agak susah karena blm beraspal dan …","2 tahun lalu","Positif","bukit jaddih"
"Akses jalan yang kurang memadai masih  menjadi masalah saat ingin mengunjungi tempat wisata ini. Jalanan menuju tempat ini masih tergolong kecil dan sepi. Sangat rawan saat malam hari. …","4 bulan lalu","Positif","bukit jaddih"
"Kesini yg kedua kalinya niatnya untuk survey penelitian. Pas masuk dari jalan desa ada yang minta buat kas desa, ditanyain tentang pengelola tidak tahu, akhirnya masuk terus ada anak muda yg minta uang lagi 10rb tapi untungnya tahu tentang …","setahun lalu","Negatif","bukit jaddih"
"Bukit kapur putih keren buat yang hobi hunting foto nih. tinggal pinter2 nya kita buat cari spot foto yang pas supaya hasil foto nya keren. saran aja kalau datang lebih nyaman pas masih pagi atau sekalian sore, karna kalau siang puanas banget dan berdebu karna masih ada aktifitas penambang dan truk pengangkut yang beroprasi.","4 tahun lalu","Positif","bukit jaddih"
"Asalnya ini dari gunung kapur yang ditambang karena kapurnya dapat digunakan untuk berbagai kebutuhan konstruksi. Setelah digunakan untuk kebutuhan tambang justru view nya semakin bagus. Lengkap dengan goa2 putih buatan, bahkan ada kolam renang yang dikelilingi pemandangan bukit kapur.","4 tahun lalu","Netral","bukit jaddih"
"Masyaalloh,keren view.nya.tapi harus hati""debunya cukup tebal..pake kacamata biar ga kelilipan..habis dari sana jangan lupa cari carwash , hujan ga hujan debu.nya nempel tebel banget warna.nya putih..","3 tahun lalu","Negatif","bukit jaddih"
" saya berangkat agak siang jadi sampai sana sangat panas sekali …","4 tahun lalu","Netral","bukit jaddih"
"Alhamdulillah, pertamakali kesini tahun 2015. Ternyata setelah 3 tahun ngga ke Bukit Jaddih sudah banyak sekali yang berubah. Banyao spot-spot baru yang menarik untuk di explore. Juga kawasan eisata sudah diperbaiki. …","4 tahun lalu","Positif","bukit jaddih"
"Tempat wisata alam yang sangat indah, unik dan menarik. Terdapat fasilitas parkir, warung, dan toilet. Disini juga ada kolam renang.","4 tahun lalu","Positif","bukit jaddih"
"Kereeeen.
Begitu sampai di sini, atmosfernya serasa di pegunungan China. 😬 …","3 tahun lalu","Negatif","bukit jaddih"
"Tempat Wisata Yang Sangat BAGUS dan INDAH,,,cuma ada 1 kendala yang membuat saya & teman2 gak bakalan datang kesitu lagi yaitu P.U.N.G.L.I dan akses jalan yang PARAHnya sangat W.O.W...","4 tahun lalu","Positif","bukit jaddih"
"Tempat bekas penambangan batu putih view bagus buat foto2 sangat artistik. Ada kolam renang dan danau","4 tahun lalu","Positif","bukit jaddih"
"Bagus..harusnya  d kelola lebih serius lagi..terutama jalan menuju lokasi..aset suatu daerah perlu pemerintah turun tangan..👍👍 …","setahun lalu","Positif","bukit jaddih"
"Gersang hanya ada bukit kapur,bentuknya bgs jg sih bks diambilin trs batunya","3 tahun lalu","Negatif","bukit jaddih"
"sangat indah, cocok buat yg mau healing utk lihat pemandangan, banyak tempat untuk foto2 juga 👍🏻👍🏻👍🏻 …","3 tahun lalu","Positif","bukit jaddih"
"Hawa panas luar biasa.","setahun lalu","Negatif","bukit jaddih"
"Tempat penambangan batu kapur di madura yang menjadi hitz sebagai spot foto.Mau berbagi pengalaman jika sudah sampai dekat sana tanya dengan warga sekitar.Pada saya saat kesana saya salah masuk melalui pintu para penambang kapur dan dalam …","4 bulan lalu","Netral","bukit jaddih"
"keren.
sayang Sepertinya kurang terawat.","4 bulan lalu","Negatif","bukit jaddih"
"Betul panorama yg mengagumkan ciptaan Illahi, yg di Eksplorasi dg multi konsep ,ekonomi pertambangan & nilai artistik sebuah wisata","4 tahun lalu","Positif","bukit jaddih"
"karcis nya 2 x mahal potongan kaya preman smua
makanya sepi 0engunjung","4 tahun lalu","Negatif","bukit jaddih"
"Wisata bekas penambangan batugamping, dengan sedikit vegetasi. Lokasi sudah dibuat aesthetic, namun tetap saja disekitarnya masih banyak penambangan sehingga banyak debu","6 bulan lalu","Negatif","bukit jaddih"
"Bagus kok. Yg penting angle dan kameranya juga mendukung. Tebing breksinya Madura ini.","2 bulan lalu","Negatif","bukit jaddih"
"Tambang batu kapur yang dijadikan tempat wisata.
terdapat kolam air untuk berwisata perahu dan ada juga pemandian untuk berenang2. …","3 tahun lalu","Positif","bukit jaddih"
"Tempatnya keren tapi fasilitas utk turis ga ada jd lebih k tambang kapur biasa","2 tahun lalu","Negatif","bukit jaddih"
"Masuk mobil 20 ribu. Masuk orang 5 ribu per orang.","2 tahun lalu","Netral","bukit jaddih"
"Tempat masih baru, tempat yang bagus,nyaman juga,cuma masih dalam perbaikan dan pembentukan batu batu menjadi objek wisata,belum bisa maksimal kalo di nikmati sekarang,tapi perlu di kunjungi sebagai spot foto sangat keren","4 tahun lalu","Positif","bukit jaddih"
"Masuk dr kampung sudah di Pungli..
Masuk ke Area di tarik bayar karcis 20K untuk mobil..
Terus pas parkir bayar lagi..
😃 …","3 tahun lalu","Positif","bukit jaddih"
"Tempatnya sebenarnya bagus eksotis, alami tapi msh blm dikelola dg maksimal msh ala kadarnya ..ya mungkin krn msh ada operasional pengambilan kapur atau hal lain...yg penting tempat wisata, masyarakat setempat hrs sd siap menerima tamu","setahun lalu","Positif","bukit jaddih"
"one of the beautiful places to take pictures and relax.
Bekas tambang batu bata yg disulap menjadi tempat wisata","4 tahun lalu","Positif","bukit jaddih"
"banyak truk suka lalu lalang, tempat yang aslinya panas makin panas deh","4 tahun lalu","Negatif","bukit jaddih"
"Tempat indah unk ambil foto, liburan keluarga, kerabat tpi siapkan masker dan baju panjang topi jaket, karena lumayan panas, pengalaman saya jgn mudah percaya org lain yg mengaku pengelola tempat tersebut karena banyak calo diluar saat memasuki temoat tersebut.","2 tahun lalu","Negatif","bukit jaddih"
"tidak tahan sama panasnya","setahun lalu","Negatif","bukit jaddih"
"sekali tempatnya kurang terawat mungkin karena pandemi..","4 tahun lalu","Negatif","bukit jaddih"
"sayang jalan ke sana sempit dan tidak ada petunjuk arah yang pasti, orang di sanapun ditanya banyak yang tidak tahu..","4 tahun lalu","Negatif","bukit jaddih"
" akses jalannya kurang bagus.","4 tahun lalu","Negatif","bukit jaddih"
"banyak banget bayarnya, memang benar banyak pungli dan juga kalau siang hari panas banget, fasilitasnya kurang","2 tahun lalu","Negatif","bukit jaddih"
"Mumpung ada acara di Bangkalan 2017 silam, sempatkan mampir ke Wisata Bukit Jaddhih. Entah penampakannya seperti apa di tahun 2021 ini. Overall tempatnya bagus","4 tahun lalu","Negatif","bukit jaddih"
" Sayang aja fasilitasnya belum lengkap, banyak pungli","4 bulan lalu","Negatif","bukit jaddih"
"Lumayan bagus, jalannya buruk. Tapi pemandangannya keren karena jarang terlihat.","2 tahun lalu","Negatif","bukit jaddih"
"Lumayanlah buat foto2.. tapi pas kesana airnya gak ada.. jadi gk bisa naik prahu deh","2 tahun lalu","Positif","bukit jaddih"
"Bukit buatan yg keren abiisss cocok buat hangout bareng temen .. view ny sangat indah ..","3 tahun lalu","Positif","bukit jaddih"
"Awalnya tempat ini merupakan tempat penambangan batu kapur. Lebih baik kesini pada pagi hari atau sore. Diusahakan kesini naik mobil, kalaupun terpaksa naik motor harus rame-rame untuk menghindari tindak pembegalan. Tiket masuk lumayan murah.","4 tahun lalu","Positif","bukit jaddih"
"Objek wisata yg instagramable..bukit tmpt penambangan kapur putih ini letakny 30mnt dr bebek sinjai bangkalan dan 1.5jam dr kota surabaya..hati2 jln menuju ksini awas trjebak jln alternatif yg blm beraspal..dan sepi..disarankn untuk sll melewati jln yg beraspal pulng dan pergi","3 tahun lalu","Positif","bukit jaddih"
"Bukit kapur di daerah bangkalan madura. Akses jalan bisa melalui jembatan suramadu. Lumayan jauh dan jalanan masih sedikit sepi. Lebih baik rombongan dan siang hari. Pemandangannya bagus. Dan masih ada kegiatan penambangan di lokasi ini. …","4 tahun lalu","Positif","bukit jaddih"
"Tempatnya  sangat berdebu..
Kurang nyaman untuk berlama-lama atau bawa anak kecil ke sini.","4 tahun lalu","Negatif","bukit jaddih"
" memang panas banget , harap dimaklumi memang dimadura cuacanya sangat terik banget , cuma mau cari tempat parkir muter2 kena tarif terus , kurang tau itu pungli / memang sistemnya sprti itu , jujur emang kurang puas banget dengan adanya yg seperri itu","4 tahun lalu","Negatif","bukit jaddih"
" jalan menuju lokasi kurang baik","4 tahun lalu","Negatif","bukit jaddih"
" banyaknya pungutan sebelum menuju lokasi dengan alasan …","3 tahun lalu","Negatif","bukit jaddih"
"cuacanya sangat panas. Dan semoga di kelola dengan resmi biar tidak ada pungutan liar untuk masuk ke lokasi ini. Karena dari pengalaman saya dan rombongan sampai harus adu mulut karena pungli nya","4 tahun lalu","Negatif","bukit jaddih"
"Wisata yang indah buat di kunjungin. Tapi kalo kesini pas musim kemarau harus siap bawa masker. Karna debu dari truk yg lewat. Kalo terlanjurr ngga bawa disana ada yg jual harganya sekitar 5rb/2 pcs. Tempatnya lumayan gersang juga. …","4 bulan lalu","Netral","bukit jaddih"
"Tempatnya enak rasanya pingin sana lg","3 tahun lalu","Positif","bukit jaddih"
"Dulu pas ke sini, tidak ada loket, dan ... diterik bayaran hampir setiap spot. Semoga sekarang tidak lagi begitu.","4 tahun lalu","Negatif","bukit jaddih"
"belum didukung fasilitas jalan yg memadai dan pengelolaan yg baik.","4 tahun lalu","Negatif","bukit jaddih"
"Agak ngeri tempatnya terlalu banyak preman atau anak muda yang pungli minta2 uang ke pengunjung jika tidak di kasih marah2. Mohon pemerintah setempat bisa membuat tempat ini nyaman","10 bulan lalu","Negatif","bukit jaddih"
"Tempat bagus untuk berfoto..
Sayangnya belum dimaksimalkan pengelolaan lokasi wisatanya, jadi bayar biaya parkir berkali2 oleh warga","11 bulan lalu","Negatif","bukit jaddih"
"Tempat liar, tidak dikelola dengan baik","4 tahun lalu","Negatif","bukit jaddih"
"Datang saat pagi hari agar cuacanya masih segar","4 tahun lalu","Negatif","bukit jaddih"
" keamanan menuju sana yg harus benar2 diperhatikan. Rawan begal ☹️ untuk wisatawan dari …","4 tahun lalu","Negatif","bukit jaddih"
"Datang kesini karena lihat rekomendasi tempat wisata menarik di Madura. Lokasi cukup sulit di lalui, karena akses jalan yang sempit. Untuk pemandangan bagus dan menarik , Tapi kekurangannya adalah setelah datang kesana ada oknum Pungli yang …","4 bulan lalu","Negatif","bukit jaddih"
"Butuh komitmen semua pihak, wabil khusus desa setempat utk mengembangkan wisata ini. Klo sukses pasti desanya makmur","setahun lalu","Netral","bukit jaddih"
"panas dan masih ada pungli","4 tahun lalu","Negatif","bukit jaddih"
"Kalau siang hari panasnya poll....di sarankan agak sore atau pagi sekali.....","4 bulan lalu","Negatif","bukit jaddih"
"Cukup melelahkan sih bisa ke bukit kapru ini 🥴
Sebab Map nya tidak sesuai dengan titik lokasi Wisata nya.. jadi buat Google agar data map di benerin lagi agar pengunjung baru tidak kesasar  sesuai titik jalan ke tempat wisata nya.. …","2 tahun lalu","Positif","bukit jaddih"
" Sayangnya masih terlalu banyak pungli disini. Sebaiknya bawa orang asli madura hehe","3 tahun lalu","Negatif","bukit jaddih"
"Airnya gak sesuai yang biasa biru kemaren coklat","4 tahun lalu","Negatif","bukit jaddih"
"Tempat penuh kenangan. Karena disinilah ku terakhir kali berkumpul dan berwisata dgn tempat kerja yg lama yaitu SDN Cangkringmalang 2... tempat yg istimewa, kealamiannya masih terjaga, sehingga terlihat indah","2 tahun lalu","Negatif","bukit jaddih"
"Menurutku sih tempatnya bagus ya, cuman cuacanya aja yg panas. Kalo untuk tiket masuk dan  parkir kayaknya beda. Tapi yang pengen kesini boleh banget, jaraknya juga lumayan sih dari jalan raya ke tempat ini.","4 tahun lalu","Negatif","bukit jaddih"
"Sepertinya sekarang tdk ada pengelolaan.. Jd kotor kurang perawatan","setahun lalu","Negatif","bukit jaddih"
"Tempat alami, bagus, tapi sayang setiap bergerak bayar, geser sedikit bayar, keamanan menuju tempat sangat rawan daerah kampung narkoba dan begal.","4 tahun lalu","Negatif","bukit jaddih"
"Tempatnya bagus. Model wisata alam. Tp sayang, sy datang pas musim kemarau. Debunya luar biasa. Siap-siap kaca mata dan masker. Disisi yg lain masih ada aktivitas penambangan. Debu muncul jg dari lalu lalang truk penambangan ini. Kl boleh kasih saran, penambangan diliburkan saat hari libur","setahun lalu","Negatif","bukit jaddih"
"Memang untuk hunting foto. Bagus spot nya","3 bulan lalu","Positif","bukit jaddih"
"pemandangannya bagus, jalanannya mantap. masuknya murah.","4 tahun lalu","Negatif","bukit jaddih"
"Objek wisata yg sangat sangat tidak terawat sekarang sdh tak sebagus dlu dn juga sepi pengunjung meskipun itu weekend pungli juga banyak disana tolong di berantas oknum² nakal yg mencari keuntungan disana..","4 tahun lalu","Positif","bukit jaddih"
"Pungliiiiiii......
Lumayan sii banyak pungli...
Tempatnya ya udah bareng tuh sama truk2 ambil batu2, jalannya rusak, banyak …","6 bulan lalu","Positif","bukit jaddih"
"Panas bgt, kurang terawat ya emang buat penambangan ya","4 tahun lalu","Negatif","bukit jaddih"
"Tempat ini merupakan wisata alam dengan utamanya adalah menonjolkan Tebing Putih dari kapur dan pahatan yg unik pada tebingnya, seperti tebing breksi di Yogya dan seperti taman sari di Yogya","7 bulan lalu","Netral","bukit jaddih"
"Buatan manusia,sisa sisa pertambangan yg masih aktif,tetapi panoramanya exotis👍👍👍 …","8 bulan lalu","Positif","bukit jaddih"
"Kalau musim kemarau harus mikir dulu..buat ke sana.   .panas sama debunya yg gak kuat.....","setahun lalu","Netral","bukit jaddih"
"Bukit Kapur Jaddih atau lebih dikenal dengan nama Bukit Jaddih adalah sebuah tempat untuk penambangan batu kapur putih dan bukan tempat wisata tetapi saat ini banyak wisatawan yang berkunjung ke lokasi tersebut, dikarenakan pemandangannya …","3 tahun lalu","Netral","bukit jaddih"
"Kotor...panas..sekedar memenuhi hasrat penasaran aja","4 tahun lalu","Negatif","bukit jaddih"
". Panasnya terik banget,  ","4 tahun lalu","Negatif","bukit jaddih"
"sepi pengunjung","3 tahun lalu","Negatif","bukit jaddih"
"Cukup indah, perpaduan alam dengan intruksi manusia. Cuma pelayanannya kurang.","setahun lalu","Negatif","bukit jaddih"
"View bagus, sayang tidak dikelola dengan baik, cenderung tanpa ada pengelola","4 tahun lalu","Negatif","bukit jaddih"
"Perlu bawa payung,sunscreen,pake sepatu dan baju lengan panjang","2 tahun lalu","Netral","bukit jaddih"
"Tempat nya nyaman banget sepanjang jalan mata dimanjakan dengan alam","4 tahun lalu","Positif","bukit jaddih"
"Udh 3x kesini, banyak spot foto. Tempatnya unik, namun akses jalannya gaenak bgt","3 tahun lalu","Negatif","bukit jaddih"
"akses jalan yg cukup sulit","4 tahun lalu","Negatif","bukit jaddih"
"Tempatnya kebanyakan pungli","3 tahun lalu","Positif","bukit jaddih"
"tempat wisata bagus dengan view yang bagus, cuman masyarakat setempat banyak jd tukang palak.
sehingga pengunjung gak nyaman aja semua2 serba bayar","4 tahun lalu","Positif","bukit jaddih"
"Ke bukit Jaddih hari rabu (hari kerja). naik mobil empat orang dari Surabaya ke Bangkalan, waktu tempuhnya cuma setengah jam-an lewat Suramadu. Harusnya gak lama. Tapi karena ikutin rute yang disarankan sama Google maps (rute terdekat), …","4 tahun lalu","Netral","bukit jaddih"
"Ngak sesuai dengan gambar
karcisnya dobel-dobel
Pelayananya ngak sesuai
Jalanya berdebu","4 tahun lalu","Negatif","bukit jaddih"
"Sebenarnya Bukit Jaddih memiliki kemiripan dengan Garuda Wisnu Kencana (GWK), meski tidak apple to apple. Perlu sentuhan lagi agar eye catching dan lebih instagramable serta wisatawan ingin kembali berkunjung. Banyak yang perlu dibenahi. …","setahun lalu","Positif","bukit jaddih"
